API_UWI,WellName,Latitude,Longitude,ENVInterval,LateralLength_FT,SpudDate,CompletionDate,FirstProdDate,First3MonthGas_MCF,First3MonthOil_BBL,First3MonthWater_BBL,First6MonthGas_MCF,First6MonthOil_BBL,First6MonthWater_BBL,First9MonthGas_MCF,First9MonthOil_BBL,First9MonthWater_BBL,First12MonthGas_MCF,First12MonthOil_BBL,First12MonthWater_BBL,CumGas_MCF,CumOil_BBL,CumWater_BBL,Norm. Cum. Water 3mo (bbl),Norm. Cum. Water 6mo (bbl),Norm. Cum. Water 9mo (bbl),Norm. Cum. Water 12mo (bbl),Norm. Cum. Water (bbl),Norm. Cum. Oil 3mo (bbl),Norm. Cum. Gas 3mo (Mcf),Norm. Cum Oil 6mo (bbl),Norm. Cum. Gas 6mo (Mcf),Norm. Cum. Oil 9mo (bbl),Norm. Cum Gas 9mo (Mcf),Norm. Cum Oil 12mo (bbl),Norm. Cum. Gas 12mo (Mcf),Norm. Cum. Oil (bbl),Norm. Cum Gas (Mcf),MonthNumber,ProdDate,MonthlyOil_BBL,MonthlyGas_MCF,MonthlyWater_BBL
42-317-45751,TEMPLE FORK 32-20 M 16WB,32.18552,-101.863076,WOLFCAMP B UPPER,12755.0,2024-01-02,2024-07-23,2024-07-01,153356.0,95136.0,133661.0,286795.0,141770.0,199330.0,383770.0,177016.0,249175.0,507481.0,214655.0,302558.0,617663,237975.0,335753.0,104791.06232849862,156275.97020776165,195354.7628381027,237207.36965895726,263232.4578596629,74587.22069776557,120232.06585652685,111148.5691885535,224849.07879263035,138781.654253234,300878.0870246962,168290.8663269306,397868.2869462955,186573.89259114073,484251.66601332807,8,2025-02-01,9211.028354893502,25343.002744021942,13026.264210113683
42-317-45751,TEMPLE FORK 32-20 M 16WB,32.18552,-101.863076,WOLFCAMP B UPPER,12755.0,2024-01-02,2024-07-23,2024-07-01,153356.0,95136.0,133661.0,286795.0,141770.0,199330.0,383770.0,177016.0,249175.0,507481.0,214655.0,302558.0,617663,237975.0,335753.0,104791.06232849862,156275.97020776165,195354.7628381027,237207.36965895726,263232.4578596629,74587.22069776557,120232.06585652685,111148.5691885535,224849.07879263035,138781.654253234,300878.0870246962,168290.8663269306,397868.2869462955,186573.89259114073,484251.66601332807,9,2025-03-01,9211.028354893502,25343.002744021942,13026.264210113683
42-317-45751,TEMPLE FORK 32-20 M 16WB,32.18552,-101.863076,WOLFCAMP B UPPER,12755.0,2024-01-02,2024-07-23,2024-07-01,153356.0,95136.0,133661.0,286795.0,141770.0,199330.0,383770.0,177016.0,249175.0,507481.0,214655.0,302558.0,617663,237975.0,335753.0,104791.06232849862,156275.97020776165,195354.7628381027,237207.36965895726,263232.4578596629,74587.22069776557,120232.06585652685,111148.5691885535,224849.07879263035,138781.654253234,300878.0870246962,168290.8663269306,397868.2869462955,186573.89259114073,484251.66601332807,10,2025-04-01,9836.404024565534,32330.066640533118,13950.868940284854
42-317-45751,TEMPLE FORK 32-20 M 16WB,32.18552,-101.863076,WOLFCAMP B UPPER,12755.0,2024-01-02,2024-07-23,2024-07-01,153356.0,95136.0,133661.0,286795.0,141770.0,199330.0,383770.0,177016.0,249175.0,507481.0,214655.0,302558.0,617663,237975.0,335753.0,104791.06232849862,156275.97020776165,195354.7628381027,237207.36965895726,263232.4578596629,74587.22069776557,120232.06585652685,111148.5691885535,224849.07879263035,138781.654253234,300878.0870246962,168290.8663269306,397868.2869462955,186573.89259114073,484251.66601332807,11,2025-05-01,9836.404024565534,32330.066640533118,13950.868940284854
42-317-45751,TEMPLE FORK 32-20 M 16WB,32.18552,-101.863076,WOLFCAMP B UPPER,12755.0,2024-01-02,2024-07-23,2024-07-01,153356.0,95136.0,133661.0,286795.0,141770.0,199330.0,383770.0,177016.0,249175.0,507481.0,214655.0,302558.0,617663,237975.0,335753.0,104791.06232849862,156275.97020776165,195354.7628381027,237207.36965895726,263232.4578596629,74587.22069776557,120232.06585652685,111148.5691885535,224849.07879263035,138781.654253234,300878.0870246962,168290.8663269306,397868.2869462955,186573.89259114073,484251.66601332807,12,2025-06-01,9836.404024565534,32330.066640533118,13950.868940284854
42-317-45632,TEMPLE FORK 32-20 D 4WB,32.183789,-101.870329,WOLFCAMP B UPPER,13134.0,2023-12-13,2024-07-11,2024-07-01,127818.0,92767.0,174559.0,313638.0,144434.0,272706.0,423972.0,172446.0,326020.0,517334.0,184103.0,348247.0,604219,202258.0,382933.0,132906.19765494138,207633.6226587483,248225.97837673215,265149.2310035024,291558.55032739457,70631.18623420132,97318.41023298311,109969.5446931628,238798.53814527183,131297.39607126542,322804.93375970767,140172.83386630123,393889.1426831126,153995.7362570428,460041.8760469012,1,2024-07-01,29609.885653808655,32439.470077661037,55485.234452964185
42-317-45632,TEMPLE FORK 32-20 D 4WB,32.183789,-101.870329,WOLFCAMP B UPPER,13134.0,2023-12-13,2024-07-11,2024-07-01,127818.0,92767.0,174559.0,313638.0,144434.0,272706.0,423972.0,172446.0,326020.0,517334.0,184103.0,348247.0,604219,202258.0,382933.0,132906.19765494138,207633.6226587483,248225.97837673215,265149.2310035024,291558.55032739457,70631.18623420132,97318.41023298311,109969.5446931628,238798.53814527183,131297.39607126542,322804.93375970767,140172.83386630123,393889.1426831126,153995.7362570428,460041.8760469012,2,2024-08-01,22734.746631990227,32439.470077661037,42836.73985529753
42-317-45632,TEMPLE FORK 32-20 D 4WB,32.183789,-101.870329,WOLFCAMP B UPPER,13134.0,2023-12-13,2024-07-11,2024-07-01,127818.0,92767.0,174559.0,313638.0,144434.0,272706.0,423972.0,172446.0,326020.0,517334.0,184103.0,348247.0,604219,202258.0,382933.0,132906.19765494138,207633.6226587483,248225.97837673215,265149.2310035024,291558.55032739457,70631.18623420132,97318.41023298311,109969.5446931628,238798.53814527183,131297.39607126542,322804.93375970767,140172.83386630123,393889.1426831126,153995.7362570428,460041.8760469012,3,2024-09-01,18286.553948402438,32439.470077661037,34584.22334667966
42-317-45632,TEMPLE FORK 32-20 D 4WB,32.183789,-101.870329,WOLFCAMP B UPPER,13134.0,2023-12-13,2024-07-11,2024-07-01,127818.0,92767.0,174559.0,313638.0,144434.0,272706.0,423972.0,172446.0,326020.0,517334.0,184103.0,348247.0,604219,202258.0,382933.0,132906.19765494138,207633.6226587483,248225.97837673215,265149.2310035024,291558.55032739457,70631.18623420132,97318.41023298311,109969.5446931628,238798.53814527183,131297.39607126542,322804.93375970767,140172.83386630123,393889.1426831126,153995.7362570428,460041.8760469012,4,2024-10-01,16688.48827418062,57678.96112451165,31674.639493750652
42-317-45632,TEMPLE FORK 32-20 D 4WB,32.183789,-101.870329,WOLFCAMP B UPPER,13134.0,2023-12-13,2024-07-11,2024-07-01,127818.0,92767.0,174559.0,313638.0,144434.0,272706.0,423972.0,172446.0,326020.0,517334.0,184103.0,348247.0,604219,202258.0,382933.0,132906.19765494138,207633.6226587483,248225.97837673215,265149.2310035024,291558.55032739457,70631.18623420132,97318.41023298311,109969.5446931628,238798.53814527183,131297.39607126542,322804.93375970767,140172.83386630123,393889.1426831126,153995.7362570428,460041.8760469012,5,2024-11-01,12612.226589387365,45922.31701444571,23965.245752995346
42-317-45632,TEMPLE FORK 32-20 D 4WB,32.183789,-101.870329,WOLFCAMP B UPPER,13134.0,2023-12-13,2024-07-11,2024-07-01,127818.0,92767.0,174559.0,313638.0,144434.0,272706.0,423972.0,172446.0,326020.0,517334.0,184103.0,348247.0,604219,202258.0,382933.0,132906.19765494138,207633.6226587483,248225.97837673215,265149.2310035024,291558.55032739457,70631.18623420132,97318.41023298311,109969.5446931628,238798.53814527183,131297.39607126542,322804.93375970767,140172.83386630123,393889.1426831126,153995.7362570428,460041.8760469012,6,2024-12-01,10037.643595393489,37878.849773331356,19087.539757060935
42-317-45632,TEMPLE FORK 32-20 D 4WB,32.183789,-101.870329,WOLFCAMP B UPPER,13134.0,2023-12-13,2024-07-11,2024-07-01,127818.0,92767.0,174559.0,313638.0,144434.0,272706.0,423972.0,172446.0,326020.0,517334.0,184103.0,348247.0,604219,202258.0,382933.0,132906.19765494138,207633.6226587483,248225.97837673215,265149.2310035024,291558.55032739457,70631.18623420132,97318.41023298311,109969.5446931628,238798.53814527183,131297.39607126542,322804.93375970767,140172.83386630123,393889.1426831126,153995.7362570428,460041.8760469012,7,2025-01-01,10201.731991052353,29695.58112424143,19400.111967914192
42-317-45632,TEMPLE FORK 32-20 D 4WB,32.183789,-101.870329,WOLFCAMP B UPPER,13134.0,2023-12-13,2024-07-11,2024-07-01,127818.0,92767.0,174559.0,313638.0,144434.0,272706.0,423972.0,172446.0,326020.0,517334.0,184103.0,348247.0,604219,202258.0,382933.0,132906.19765494138,207633.6226587483,248225.97837673215,265149.2310035024,291558.55032739457,70631.18623420132,97318.41023298311,109969.5446931628,238798.53814527183,131297.39607126542,322804.93375970767,140172.83386630123,393889.1426831126,153995.7362570428,460041.8760469012,8,2025-02-01,6475.349881170452,27942.852063137474,12330.214823835591
42-317-45632,TEMPLE FORK 32-20 D 4WB,32.183789,-101.870329,WOLFCAMP B UPPER,13134.0,2023-12-13,2024-07-11,2024-07-01,127818.0,92767.0,174559.0,313638.0,144434.0,272706.0,423972.0,172446.0,326020.0,517334.0,184103.0,348247.0,604219,202258.0,382933.0,132906.19765494138,207633.6226587483,248225.97837673215,265149.2310035024,291558.55032739457,70631.18623420132,97318.41023298311,109969.5446931628,238798.53814527183,131297.39607126542,322804.93375970767,140172.83386630123,393889.1426831126,153995.7362570428,460041.8760469012,9,2025-03-01,4650.769505879827,26367.962427056926,8862.028926234068
42-317-45632,TEMPLE FORK 32-20 D 4WB,32.183789,-101.870329,WOLFCAMP B UPPER,13134.0,2023-12-13,2024-07-11,2024-07-01,127818.0,92767.0,174559.0,313638.0,144434.0,272706.0,423972.0,172446.0,326020.0,517334.0,184103.0,348247.0,604219,202258.0,382933.0,132906.19765494138,207633.6226587483,248225.97837673215,265149.2310035024,291558.55032739457,70631.18623420132,97318.41023298311,109969.5446931628,238798.53814527183,131297.39607126542,322804.93375970767,140172.83386630123,393889.1426831126,153995.7362570428,460041.8760469012,10,2025-04-01,4245.380187765871,25127.692686945353,8088.04983139193
42-317-45632,TEMPLE FORK 32-20 D 4WB,32.183789,-101.870329,WOLFCAMP B UPPER,13134.0,2023-12-13,2024-07-11,2024-07-01,127818.0,92767.0,174559.0,313638.0,144434.0,272706.0,423972.0,172446.0,326020.0,517334.0,184103.0,348247.0,604219,202258.0,382933.0,132906.19765494138,207633.6226587483,248225.97837673215,265149.2310035024,291558.55032739457,70631.18623420132,97318.41023298311,109969.5446931628,238798.53814527183,131297.39607126542,322804.93375970767,140172.83386630123,393889.1426831126,153995.7362570428,460041.8760469012,11,2025-05-01,2694.672053577186,23644.575147449024,5140.5575437857615
42-317-45632,TEMPLE FORK 32-20 D 4WB,32.183789,-101.870329,WOLFCAMP B UPPER,13134.0,2023-12-13,2024-07-11,2024-07-01,127818.0,92767.0,174559.0,313638.0,144434.0,272706.0,423972.0,172446.0,326020.0,517334.0,184103.0,348247.0,604219,202258.0,382933.0,132906.19765494138,207633.6226587483,248225.97837673215,265149.2310035024,291558.55032739457,70631.18623420132,97318.41023298311,109969.5446931628,238798.53814527183,131297.39607126542,322804.93375970767,140172.83386630123,393889.1426831126,153995.7362570428,460041.8760469012,12,2025-06-01,1935.3855536927485,22311.941089010536,3694.645251592545
42-317-45661,TEMPLE FORK 32-20 J 12WB,32.184334,-101.868043,WOLFCAMP B UPPER,12637.0,2023-12-24,2024-07-22,2024-07-01,160248.0,141509.0,159439.0,319635.0,241142.0,272165.0,424882.0,303870.0,343554.0,511393.0,340848.0,385853.0,587226,369894.0,419261.0,126168.39439740445,215371.52805254413,271863.57521563664,305335.9183350479,331772.5726042574,111979.90029279102,126808.57798528133,190822.18881063545,252935.82337580124,240460.55234628473,336220.6219830656,269722.2442035293,404679.11687900615,292707.1298567698,464687.8214766163,1,2024-07-01,42507.22865349646,42269.525995093776,47812.4493504168
42-317-45661,TEMPLE FORK 32-20 J 12WB,32.184334,-101.868043,WOLFCAMP B UPPER,12637.0,2023-12-24,2024-07-22,2024-07-01,160248.0,141509.0,159439.0,319635.0,241142.0,272165.0,424882.0,303870.0,343554.0,511393.0,340848.0,385853.0,587226,369894.0,419261.0,126168.39439740445,215371.52805254413,271863.57521563664,305335.9183350479,331772.5726042574,111979.90029279102,126808.57798528133,190822.18881063545,252935.82337580124,240460.55234628473,336220.6219830656,269722.2442035293,404679.11687900615,292707.1298567698,464687.8214766163,2,2024-08-01,36928.908840237586,42269.525995093776,41619.83829357483
42-317-45661,TEMPLE FORK 32-20 J 12WB,32.184334,-101.868043,WOLFCAMP B UPPER,12637.0,2023-12-24,2024-07-22,2024-07-01,160248.0,141509.0,159439.0,319635.0,241142.0,272165.0,424882.0,303870.0,343554.0,511393.0,340848.0,385853.0,587226,369894.0,419261.0,126168.39439740445,215371.52805254413,271863.57521563664,305335.9183350479,331772.5726042574,111979.90029279102,126808.57798528133,190822.18881063545,252935.82337580124,240460.55234628473,336220.6219830656,269722.2442035293,404679.11687900615,292707.1298567698,464687.8214766163,3,2024-09-01,32543.762799056967,42269.525995093776,36736.106753412816
42-317-45661,TEMPLE FORK 32-20 J 12WB,32.184334,-101.868043,WOLFCAMP B UPPER,12637.0,2023-12-24,2024-07-22,2024-07-01,160248.0,141509.0,159439.0,319635.0,241142.0,272165.0,424882.0,303870.0,343554.0,511393.0,340848.0,385853.0,587226,369894.0,419261.0,126168.39439740445,215371.52805254413,271863.57521563664,305335.9183350479,331772.5726042574,111979.90029279102,126808.57798528133,190822.18881063545,252935.82337580124,240460.55234628473,336220.6219830656,269722.2442035293,404679.11687900615,292707.1298567698,464687.8214766163,4,2024-10-01,31347.435636305232,49154.866939410036,35378.95748492861
42-317-45661,TEMPLE FORK 32-20 J 12WB,32.184334,-101.868043,WOLFCAMP B UPPER,12637.0,2023-12-24,2024-07-22,2024-07-01,160248.0,141509.0,159439.0,319635.0,241142.0,272165.0,424882.0,303870.0,343554.0,511393.0,340848.0,385853.0,587226,369894.0,419261.0,126168.39439740445,215371.52805254413,271863.57521563664,305335.9183350479,331772.5726042574,111979.90029279102,126808.57798528133,190822.18881063545,252935.82337580124,240460.55234628473,336220.6219830656,269722.2442035293,404679.11687900615,292707.1298567698,464687.8214766163,5,2024-11-01,25756.701045965066,41388.23753299712,29158.542050458793
42-317-45661,TEMPLE FORK 32-20 J 12WB,32.184334,-101.868043,WOLFCAMP B UPPER,12637.0,2023-12-24,2024-07-22,2024-07-01,160248.0,141509.0,159439.0,319635.0,241142.0,272165.0,424882.0,303870.0,343554.0,511393.0,340848.0,385853.0,587226,369894.0,419261.0,126168.39439740445,215371.52805254413,271863.57521563664,305335.9183350479,331772.5726042574,111979.90029279102,126808.57798528133,190822.18881063545,252935.82337580124,240460.55234628473,336220.6219830656,269722.2442035293,404679.11687900615,292707.1298567698,464687.8214766163,6,2024-12-01,21738.151835574125,35584.140918112746,24665.6341197523
42-317-45661,TEMPLE FORK 32-20 J 12WB,32.184334,-101.868043,WOLFCAMP B UPPER,12637.0,2023-12-24,2024-07-22,2024-07-01,160248.0,141509.0,159439.0,319635.0,241142.0,272165.0,424882.0,303870.0,343554.0,511393.0,340848.0,385853.0,587226,369894.0,419261.0,126168.39439740445,215371.52805254413,271863.57521563664,305335.9183350479,331772.5726042574,111979.90029279102,126808.57798528133,190822.18881063545,252935.82337580124,240460.55234628473,336220.6219830656,269722.2442035293,404679.11687900615,292707.1298567698,464687.8214766163,7,2025-01-01,20299.93072328392,29760.218576751642,23051.853133750505
42-317-45661,TEMPLE FORK 32-20 J 12WB,32.184334,-101.868043,WOLFCAMP B UPPER,12637.0,2023-12-24,2024-07-22,2024-07-01,160248.0,141509.0,159439.0,319635.0,241142.0,272165.0,424882.0,303870.0,343554.0,511393.0,340848.0,385853.0,587226,369894.0,419261.0,126168.39439740445,215371.52805254413,271863.57521563664,305335.9183350479,331772.5726042574,111979.90029279102,126808.57798528133,190822.18881063545,252935.82337580124,240460.55234628473,336220.6219830656,269722.2442035293,404679.11687900615,292707.1298567698,464687.8214766163,8,2025-02-01,16097.803302194037,27678.874746215974,18331.812232117118
42-317-45661,TEMPLE FORK 32-20 J 12WB,32.184334,-101.868043,WOLFCAMP B UPPER,12637.0,2023-12-24,2024-07-22,2024-07-01,160248.0,141509.0,159439.0,319635.0,241142.0,272165.0,424882.0,303870.0,343554.0,511393.0,340848.0,385853.0,587226,369894.0,419261.0,126168.39439740445,215371.52805254413,271863.57521563664,305335.9183350479,331772.5726042574,111979.90029279102,126808.57798528133,190822.18881063545,252935.82337580124,240460.55234628473,336220.6219830656,269722.2442035293,404679.11687900615,292707.1298567698,464687.8214766163,9,2025-03-01,13240.62951017133,25845.705284296757,15108.381797224876
42-317-45661,TEMPLE FORK 32-20 J 12WB,32.184334,-101.868043,WOLFCAMP B UPPER,12637.0,2023-12-24,2024-07-22,2024-07-01,160248.0,141509.0,159439.0,319635.0,241142.0,272165.0,424882.0,303870.0,343554.0,511393.0,340848.0,385853.0,587226,369894.0,419261.0,126168.39439740445,215371.52805254413,271863.57521563664,305335.9183350479,331772.5726042574,111979.90029279102,126808.57798528133,190822.18881063545,252935.82337580124,240460.55234628473,336220.6219830656,269722.2442035293,404679.11687900615,292707.1298567698,464687.8214766163,10,2025-04-01,11966.75867691609,24462.32452510155,13658.55153741491
42-317-45661,TEMPLE FORK 32-20 J 12WB,32.184334,-101.868043,WOLFCAMP B UPPER,12637.0,2023-12-24,2024-07-22,2024-07-01,160248.0,141509.0,159439.0,319635.0,241142.0,272165.0,424882.0,303870.0,343554.0,511393.0,340848.0,385853.0,587226,369894.0,419261.0,126168.39439740445,215371.52805254413,271863.57521563664,305335.9183350479,331772.5726042574,111979.90029279102,126808.57798528133,190822.18881063545,252935.82337580124,240460.55234628473,336220.6219830656,269722.2442035293,404679.11687900615,292707.1298567698,464687.8214766163,11,2025-05-01,9489.615012570637,22751.50012038245,10861.860028944548
42-317-45661,TEMPLE FORK 32-20 J 12WB,32.184334,-101.868043,WOLFCAMP B UPPER,12637.0,2023-12-24,2024-07-22,2024-07-01,160248.0,141509.0,159439.0,319635.0,241142.0,272165.0,424882.0,303870.0,343554.0,511393.0,340848.0,385853.0,587226,369894.0,419261.0,126168.39439740445,215371.52805254413,271863.57521563664,305335.9183350479,331772.5726042574,111979.90029279102,126808.57798528133,190822.18881063545,252935.82337580124,240460.55234628473,336220.6219830656,269722.2442035293,404679.11687900615,292707.1298567698,464687.8214766163,12,2025-06-01,7805.318167757863,21244.670250456526,8951.931553051807
42-317-45630,TEMPLE FORK 32-20 B 2WA,32.18377,-101.870406,WOLFCAMP A,13170.0,2023-12-13,2024-07-29,2024-07-01,79325.0,69981.0,70614.0,266938.0,157056.0,169943.0,396515.0,202148.0,222593.0,504336.0,228224.0,253793.0,582726,250549.0,281125.0,53617.31207289294,129037.96507213365,169015.18602885347,192705.391040243,213458.61807137434,53136.674259681095,60231.58694001519,119252.84738041004,202686.4085041762,153491.2680334093,301074.41154138197,173290.81245254367,382943.0523917996,190242.21716021263,442464.69248291577,1,2024-07-01,17712.22475322703,20077.19564667173,17872.43735763098
42-317-45630,TEMPLE FORK 32-20 B 2WA,32.18377,-101.870406,WOLFCAMP A,13170.0,2023-12-13,2024-07-29,2024-07-01,79325.0,69981.0,70614.0,266938.0,157056.0,169943.0,396515.0,202148.0,222593.0,504336.0,228224.0,253793.0,582726,250549.0,281125.0,53617.31207289294,129037.96507213365,169015.18602885347,192705.391040243,213458.61807137434,53136.674259681095,60231.58694001519,119252.84738041004,202686.4085041762,153491.2680334093,301074.41154138197,173290.81245254367,382943.0523917996,190242.21716021263,442464.69248291577,2,2024-08-01,17712.22475322703,20077.19564667173,17872.43735763098
42-317-45630,TEMPLE FORK 32-20 B 2WA,32.18377,-101.870406,WOLFCAMP A,13170.0,2023-12-13,2024-07-29,2024-07-01,79325.0,69981.0,70614.0,266938.0,157056.0,169943.0,396515.0,202148.0,222593.0,504336.0,228224.0,253793.0,582726,250549.0,281125.0,53617.31207289294,129037.96507213365,169015.18602885347,192705.391040243,213458.61807137434,53136.674259681095,60231.58694001519,119252.84738041004,202686.4085041762,153491.2680334093,301074.41154138197,173290.81245254367,382943.0523917996,190242.21716021263,442464.69248291577,3,2024-09-01,17712.22475322703,20077.19564667173,17872.43735763098
42-317-45630,TEMPLE FORK 32-20 B 2WA,32.18377,-101.870406,WOLFCAMP A,13170.0,2023-12-13,2024-07-29,2024-07-01,79325.0,69981.0,70614.0,266938.0,157056.0,169943.0,396515.0,202148.0,222593.0,504336.0,228224.0,253793.0,582726,250549.0,281125.0,53617.31207289294,129037.96507213365,169015.18602885347,192705.391040243,213458.61807137434,53136.674259681095,60231.58694001519,119252.84738041004,202686.4085041762,153491.2680334093,301074.41154138197,173290.81245254367,382943.0523917996,190242.21716021263,442464.69248291577,4,2024-10-01,28627.505458490014,54499.977598136415,32318.28269651651
42-317-45630,TEMPLE FORK 32-20 B 2WA,32.18377,-101.870406,WOLFCAMP A,13170.0,2023-12-13,2024-07-29,2024-07-01,79325.0,69981.0,70614.0,266938.0,157056.0,169943.0,396515.0,202148.0,222593.0,504336.0,228224.0,253793.0,582726,250549.0,281125.0,53617.31207289294,129037.96507213365,169015.18602885347,192705.391040243,213458.61807137434,53136.674259681095,60231.58694001519,119252.84738041004,202686.4085041762,153491.2680334093,301074.41154138197,173290.81245254367,382943.0523917996,190242.21716021263,442464.69248291577,5,2024-11-01,21041.759530739277,46914.604292797296,24095.372815267216
42-317-45630,TEMPLE FORK 32-20 B 2WA,32.18377,-101.870406,WOLFCAMP A,13170.0,2023-12-13,2024-07-29,2024-07-01,79325.0,69981.0,70614.0,266938.0,157056.0,169943.0,396515.0,202148.0,222593.0,504336.0,228224.0,253793.0,582726,250549.0,281125.0,53617.31207289294,129037.96507213365,169015.18602885347,192705.391040243,213458.61807137434,53136.674259681095,60231.58694001519,119252.84738041004,202686.4085041762,153491.2680334093,301074.41154138197,173290.81245254367,382943.0523917996,190242.21716021263,442464.69248291577,6,2024-12-01,16446.908131499647,41040.23967322727,19006.997487456974
42-317-45630,TEMPLE FORK 32-20 B 2WA,32.18377,-101.870406,WOLFCAMP A,13170.0,2023-12-13,2024-07-29,2024-07-01,79325.0,69981.0,70614.0,266938.0,157056.0,169943.0,396515.0,202148.0,222593.0,504336.0,228224.0,253793.0,582726,250549.0,281125.0,53617.31207289294,129037.96507213365,169015.18602885347,192705.391040243,213458.61807137434,53136.674259681095,60231.58694001519,119252.84738041004,202686.4085041762,153491.2680334093,301074.41154138197,173290.81245254367,382943.0523917996,190242.21716021263,442464.69248291577,7,2025-01-01,14119.223878598303,34996.5270497884,16311.96663710913
42-317-45630,TEMPLE FORK 32-20 B 2WA,32.18377,-101.870406,WOLFCAMP A,13170.0,2023-12-13,2024-07-29,2024-07-01,79325.0,69981.0,70614.0,266938.0,157056.0,169943.0,396515.0,202148.0,222593.0,504336.0,228224.0,253793.0,582726,250549.0,281125.0,53617.31207289294,129037.96507213365,169015.18602885347,192705.391040243,213458.61807137434,53136.674259681095,60231.58694001519,119252.84738041004,202686.4085041762,153491.2680334093,301074.41154138197,173290.81245254367,382943.0523917996,190242.21716021263,442464.69248291577,8,2025-02-01,11076.85797512355,32710.868085125654,12972.915892735966
42-317-45630,TEMPLE FORK 32-20 B 2WA,32.18377,-101.870406,WOLFCAMP A,13170.0,2023-12-13,2024-07-29,2024-07-01,79325.0,69981.0,70614.0,266938.0,157056.0,169943.0,396515.0,202148.0,222593.0,504336.0,228224.0,253793.0,582726,250549.0,281125.0,53617.31207289294,129037.96507213365,169015.18602885347,192705.391040243,213458.61807137434,53136.674259681095,60231.58694001519,119252.84738041004,202686.4085041762,153491.2680334093,301074.41154138197,173290.81245254367,382943.0523917996,190242.21716021263,442464.69248291577,9,2025-03-01,9042.3387992774,30680.60790229173,10692.338426874718
42-317-45630,TEMPLE FORK 32-20 B 2WA,32.18377,-101.870406,WOLFCAMP A,13170.0,2023-12-13,2024-07-29,2024-07-01,79325.0,69981.0,70614.0,266938.0,157056.0,169943.0,396515.0,202148.0,222593.0,504336.0,228224.0,253793.0,582726,250549.0,281125.0,53617.31207289294,129037.96507213365,169015.18602885347,192705.391040243,213458.61807137434,53136.674259681095,60231.58694001519,119252.84738041004,202686.4085041762,153491.2680334093,301074.41154138197,173290.81245254367,382943.0523917996,190242.21716021263,442464.69248291577,10,2025-04-01,8164.926857498647,29120.60429733081,9666.350599768382
42-317-45630,TEMPLE FORK 32-20 B 2WA,32.18377,-101.870406,WOLFCAMP A,13170.0,2023-12-13,2024-07-29,2024-07-01,79325.0,69981.0,70614.0,266938.0,157056.0,169943.0,396515.0,202148.0,222593.0,504336.0,228224.0,253793.0,582726,250549.0,281125.0,53617.31207289294,129037.96507213365,169015.18602885347,192705.391040243,213458.61807137434,53136.674259681095,60231.58694001519,119252.84738041004,202686.4085041762,153491.2680334093,301074.41154138197,173290.81245254367,382943.0523917996,190242.21716021263,442464.69248291577,11,2025-05-01,6405.5741275463815,27218.707855609657,7687.653862362062
42-317-45630,TEMPLE FORK 32-20 B 2WA,32.18377,-101.870406,WOLFCAMP A,13170.0,2023-12-13,2024-07-29,2024-07-01,79325.0,69981.0,70614.0,266938.0,157056.0,169943.0,396515.0,202148.0,222593.0,504336.0,228224.0,253793.0,582726,250549.0,281125.0,53617.31207289294,129037.96507213365,169015.18602885347,192705.391040243,213458.61807137434,53136.674259681095,60231.58694001519,119252.84738041004,202686.4085041762,153491.2680334093,301074.41154138197,173290.81245254367,382943.0523917996,190242.21716021263,442464.69248291577,12,2025-06-01,5229.043434089357,25529.328697477144,6336.200549259099
42-317-45634,TEMPLE FORK 32-20 F 6WA,32.183826,-101.870173,WOLFCAMP A,13194.0,2023-12-10,2024-07-26,2024-07-01,106032.0,102467.0,157758.0,281161.0,175560.0,271165.0,399325.0,208893.0,323029.0,492764.0,227028.0,351330.0,558742,241601.0,374131.0,119567.98544793087,205521.4491435501,244830.2258602395,266280.1273306048,283561.4673336365,77661.81597695922,80363.80172805821,133060.48203728968,213097.62013036228,158324.23829013188,302656.5105350917,172069.12232833105,373475.82234348945,183114.2943762316,423481.8857056238,1,2024-07-01,29325.146547652894,26787.933909352738,45008.93156955278
42-317-45634,TEMPLE FORK 32-20 F 6WA,32.183826,-101.870173,WOLFCAMP A,13194.0,2023-12-10,2024-07-26,2024-07-01,106032.0,102467.0,157758.0,281161.0,175560.0,271165.0,399325.0,208893.0,323029.0,492764.0,227028.0,351330.0,558742,241601.0,374131.0,119567.98544793087,205521.4491435501,244830.2258602395,266280.1273306048,283561.4673336365,77661.81597695922,80363.80172805821,133060.48203728968,213097.62013036228,158324.23829013188,302656.5105350917,172069.12232833105,373475.82234348945,183114.2943762316,423481.8857056238,2,2024-08-01,25633.86213177264,26787.933909352738,39485.468175331356
42-317-45634,TEMPLE FORK 32-20 F 6WA,32.183826,-101.870173,WOLFCAMP A,13194.0,2023-12-10,2024-07-26,2024-07-01,106032.0,102467.0,157758.0,281161.0,175560.0,271165.0,399325.0,208893.0,323029.0,492764.0,227028.0,351330.0,558742,241601.0,374131.0,119567.98544793087,205521.4491435501,244830.2258602395,266280.1273306048,283561.4673336365,77661.81597695922,80363.80172805821,133060.48203728968,213097.62013036228,158324.23829013188,302656.5105350917,172069.12232833105,373475.82234348945,183114.2943762316,423481.8857056238,3,2024-09-01,22702.807297533673,26787.933909352738,35073.58570304673
